"INSTNM","CITY","STABBR","NUMBRANCH","LATITUDE","LONGITUDE","ADM_RATE","PCIP40","PCIP41","PCIP44","PCIP45","UGDS","PPTUG_EF","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","C150_4","PCTFLOAN","UG25ABV","GRADS","STUFACR","CONTROL_PEPS"
"Bridgewater State University","Bridgewater","MA",1,41.98749,-70.974553,0.8919,0.0202,0,0.041,0.0528,7899,0.1713,25164,11389,17529,9266,11167,10418,1,0.5461,0.7135,0.1328,1378,17,"Public"
"Clark University","Worcester","MA",1,42.249987,-71.823356,0.4167,0.0332,0,0,0.1578,2336,0.0068,64426,55160,55160,23387,20018,12160,0.9961,0.7712,0.5776,0.0097,1755,9,"Private Nonprofit"
"Curry College","Milton","MA",1,42.238061,-71.116539,0.9205,0,0,0,0.0079,1757,0.0803,61556,46220,46220,19488,15141,10852,0.3881,0.4825,0.7119,0.1216,176,11,"Private Nonprofit"
"Eastern Nazarene College","Quincy","MA",1,42.271228,-71.011079,0.5896,0.0235,0,0.0235,0,378,0.0503,41948,28610,28610,9158,6739,6525,0.3186,0.3529,0.5844,0.1003,79,8,"Private Nonprofit"
"Emerson College","Boston","MA",1,42.352202,-71.065384,0.4748,0,0,0,0,4145,0.0094,77153,55392,55392,30764,10966,10655,0.325,0.7927,0.4662,0.0115,1499,14,"Private Nonprofit"
"Emmanuel College","Boston","MA",1,42.340602,-71.103634,0.806,0.0158,0,0.0135,0.1129,1874,0.0277,63864,46686,46686,16044,11428,10316,0.5533,0.6582,0.6174,0.0258,86,13,"Private Nonprofit"
"Endicott College","Beverly","MA",1,42.553296,-70.840847,0.7229,0,0,0,0.0041,3101,0.0313,57533,39212,39212,20478,11580,11198,0.266,0.7543,0.6464,0.0305,1078,13,"Private Nonprofit"
"Fisher College","Boston","MA",1,42.355253,-71.074125,0.7075,0,0,0.1325,0,1138,0.4209,52723,35013,35013,13280,7739,7612,0.2538,0.2844,0.6288,0.3461,117,14,"Private Nonprofit"
"Fitchburg State University","Fitchburg","MA",1,42.588298,-71.789666,0.8994,0.0014,0,0.0203,0.0217,2825,0.1851,24517,11046,17126,7588,9973,10025,0.4975,0.5273,0.4997,0.1976,3163,11,"Public"
"Framingham State University","Framingham","MA",1,42.297116,-71.437565,0.8487,0.0096,0,0,0.1236,2556,0.0927,26539,11630,17710,7171,8154,10336,0.5784,0.4954,0.5475,0.1285,1211,11,"Public"
"Gordon College","Wenham","MA",1,42.590567,-70.82151,0.5878,0.0109,0,0.0364,0.0655,1247,0.0353,41160,28100,28100,14457,10434,7655,0.497,0.6763,0.5611,0.0201,317,11,"Private Nonprofit"
"Harvard University","Cambridge","MA",1,42.374471,-71.118313,0.0345,0.0616,0,0,0.3247,7755,0.0673,82842,59076,59076,35586,46842,23783,0.871,0.9733,0.0488,0.1655,21291,7,"Private Nonprofit"
"Hellenic College-Holy Cross Greek Orthodox School of Theology","Brookline","MA",1,42.317018,-71.129418,0.9048,0,0,0,0,49,0.0204,41282,22490,22490,15102,29569,7215,0.4545,0.4444,0.359,0.1875,135,7,"Private Nonprofit"
"Lasell University","Newton","MA",1,42.342148,-71.24347,0.8225,0,0,0,0.089,1152,0.0477,63387,26000,26000,18666,10206,8677,0.3587,0.5317,0.733,0.0456,344,11,"Private Nonprofit"
"Lesley University","Cambridge","MA",1,42.38012,-71.117303,0.9442,0,0,0.0375,0.0202,1252,0.2875,49226,32780,32780,24015,14935,8931,0.3375,0.6174,0.5129,0.1863,1792,10,"Private Nonprofit"
"Longy School of Music of Bard College","Cambridge","MA",15,42.378657,-71.123479,0.844,0,0,0,0,34,0.0294,67675,52950,52950,22748,8755,5730,0.0608,0.4444,0.1026,0.1176,284,3,"Private Nonprofit"
"University of Massachusetts-Lowell","Lowell","MA",1,42.652864,-71.326809,0.8524,0.0167,0,0,0.021,11632,0.1887,29521,16570,35396,12840,13730,13170,0.5983,0.701,0.5352,0.1847,4642,17,"Public"
"University of Massachusetts-Amherst","Amherst","MA",1,42.385999,-72.526728,0.5777,0.0131,0,0.009,0.0962,23694,0.0514,33389,17357,39293,14780,19397,13556,0.8043,0.8316,0.4789,0.0474,7874,18,"Public"
"University of Massachusetts-Boston","Boston","MA",1,42.312881,-71.036865,0.8296,0.0063,0,0.0109,0.0939,11848,0.1594,29698,15496,37174,13911,16714,11642,0.6208,0.5115,0.5171,0.1589,3437,15,"Public"
"MCPHS University","Boston","MA",1,42.336825,-71.101244,0.8521,0.0011,0,0,0,3474,0.0558,58975,38850,38850,20712,12589,11365,0.3024,0.6332,0.6584,0.1657,2844,10,"Private Nonprofit"
"Massachusetts College of Art and Design","Boston","MA",1,42.336862,-71.099275,0.7747,0,0,0,0,1812,0.0844,32256,14960,42180,15412,15450,10166,0.9917,0.6919,0.5057,0.1114,110,9,"Public"
"Massachusetts Institute of Technology","Cambridge","MA",1,42.359243,-71.093226,0.0474,0.0707,0,0,0.0035,4571,0.0072,79850,60156,60156,34951,93449,23177,0.9906,0.9608,0.0657,0.0087,7344,3,"Private Nonprofit"
"Massachusetts Maritime Academy","Buzzards Bay","MA",1,41.739072,-70.624084,0.9455,0,0,0,0,1270,0.0189,37721,10816,23910,14867,15015,9395,0.6615,0.7912,0.7926,0.0275,91,12,"Public"
"Merrimack College","North Andover","MA",1,42.668344,-71.124216,0.7361,0.001,0,0,0.0093,4043,0.0205,68089,51786,51786,19020,9175,11248,0.4411,0.7213,0.6108,0.0214,1489,14,"Private Nonprofit"
"Mount Holyoke College","South Hadley","MA",1,42.25489,-72.573916,0.3829,0.0439,0,0,0.1756,2198,0.0068,77545,64142,64142,26883,26286,11239,0.8902,0.8504,0.4277,0.0235,121,9,"Private Nonprofit"
"The New England Conservatory of Music","Boston","MA",1,42.340946,-71.08629,0.4275,0,0,0,0,371,0.027,77870,58550,58550,41636,37426,7278,0.2772,0.7778,0.2549,0.028,391,5,"Private Nonprofit"
"Nichols College","Dudley","MA",1,42.044033,-71.930283,0.8814,0,0,0,0,1152,0.0816,55871,40375,40375,17001,7136,10320,0.3451,0.6364,0.7405,0.0616,202,15,"Private Nonprofit"
"Massachusetts College of Liberal Arts","North Adams","MA",1,42.691361,-73.102817,0.9235,0.0138,0,0,0.1106,748,0.0976,27705,11884,20559,6171,21113,9357,0.656,0.4913,0.605,0.1268,97,8,"Public"
"Northeastern University","Boston","MA",2,42.339992,-71.088782,0.0565,0.0109,0,0.0018,0.0776,15719,0,81353,63141,63141,42301,18271,14775,0.7164,0.9038,0.2834,0.0074,15268,16,"Private Nonprofit"
"College of Our Lady of the Elms","Chicopee","MA",1,42.141781,-72.60154,0.8766,0,0,0.1452,0.0066,951,0.0978,53145,42061,42061,18055,9878,7362,0.3687,0.6474,0.7092,0.2553,294,11,"Private Nonprofit"
"Regis College","Weston","MA",1,42.351291,-71.310561,0.8928,0,0,0.0113,0,1061,0.1838,64315,47770,47770,21863,11629,9063,0.3495,0.6949,0.669,0.2062,1746,11,"Private Nonprofit"
"Salem State University","Salem","MA",1,42.503575,-70.890234,0.9557,0.014,0,0.0272,0.0351,4286,0.1323,27615,11978,18961,10054,9347,10111,0.9935,0.5499,0.5675,0.1306,1386,11,"Public"
"Simmons University","Boston","MA",1,42.3393,-71.099967,0.66,0.0045,0,0.0499,0.0816,1750,0.108,63512,45538,45538,22068,17005,8463,0.2708,0.7125,0.6384,0.1182,3293,9,"Private Nonprofit"
"Smith College","Northampton","MA",1,42.318111,-72.638097,0.1973,0.0386,0,0,0.1817,2501,0.0036,82134,61568,61568,28809,28962,12787,0.8159,0.8966,0.1268,0.0208,324,8,"Private Nonprofit"
"Springfield College","Springfield","MA",1,42.1022,-72.556647,0.7023,0,0,0,0.0107,1916,0.0063,57942,43707,43707,17749,13744,8000,1,0.6763,0.7151,0.0104,861,11,"Private Nonprofit"
"University of Massachusetts-Dartmouth","North Dartmouth","MA",1,41.62869,-71.004552,0.9216,0.0104,0,0.0017,0.0978,5289,0.1116,31677,15208,31750,11655,16168,11964,0.675,0.4897,0.658,0.1369,2157,15,"Public"
"Stonehill College","Easton","MA",1,42.05905,-71.080632,0.7256,0.0203,0,0,0.1418,2477,0.0121,68412,54500,54500,20084,15060,10495,0.5248,0.8081,0.6179,0.0052,69,12,"Private Nonprofit"
"Suffolk University","Boston","MA",1,42.357945,-71.060917,0.8474,0.0043,0,0,0.1152,4434,0.0239,62822,45380,45380,25449,11904,13004,0.5668,0.5985,0.5597,0.037,2213,15,"Private Nonprofit"
"Tufts University","Medford","MA",1,42.40855,-71.118293,0.1013,0.0199,0,0,0.2352,6804,0.0209,84600,67844,67844,39372,26255,13737,0.6349,0.9333,0.1909,0.0115,6397,10,"Private Nonprofit"
"Wentworth Institute of Technology","Boston","MA",1,42.336632,-71.094983,0.8537,0,0,0,0,3641,0.0486,55030,41010,41010,20649,14210,10356,1,0.6863,0.5187,0.0391,205,16,"Private Nonprofit"
"Western New England University","Springfield","MA",1,42.115017,-72.520466,0.8326,0.0119,0,0.0119,0.0281,2508,0.0299,58933,46430,46430,23565,12348,10666,0.6181,0.6389,0.8042,0.0259,990,12,"Private Nonprofit"
"Westfield State University","Westfield","MA",1,42.132698,-72.796503,0.8074,0.0067,0,0.0302,0.0258,3481,0.114,26435,11882,17962,10022,11637,7932,0.6741,0.5486,0.5454,0.122,767,15,"Public"
"Williams College","Williamstown","MA",1,42.712725,-73.203132,0.0999,0.0892,0,0,0.2902,2060,0,81164,64860,64860,34676,50561,14893,0.8495,0.9655,0.0604,0.0099,56,6,"Private Nonprofit"
"Worcester Polytechnic Institute","Worcester","MA",1,42.274853,-71.808339,0.585,0.0211,0,0,0,5344,0.0185,75678,59070,59070,29385,21980,13114,0.8391,0.8843,0.505,0.007,1900,13,"Private Nonprofit"
"Worcester State University","Worcester","MA",1,42.267526,-71.844018,0.8986,0.0076,0,0,0.0465,3963,0.1537,21586,11286,17366,8426,9187,9476,0.4916,0.5551,0.4763,0.1234,877,15,"Public"
"Adrian College","Adrian","MI",1,41.898591,-84.061481,0.6837,0.0209,0,0.0269,0.0149,1635,0.0098,54950,40556,40556,13123,8167,6360,0.494,0.5595,0.7029,0.0143,82,15,"Private Nonprofit"
"Alma College","Alma","MI",1,43.38004,-84.672053,0.6566,0.0438,0,0,0.0584,1208,0.0166,61380,47430,47430,12730,13819,7148,0.6794,0.6373,0.6618,0.0154,38,14,"Private Nonprofit"
"Andrews University","Berrien Springs","MI",1,41.963859,-86.355815,0.874,0.0123,0,0.0123,0.0123,1262,0.1046,43670,33710,33710,17340,13621,6920,0.6464,0.6593,0.3471,0.1113,1525,10,"Private Nonprofit"
"Aquinas College","Grand Rapids","MI",1,42.96019,-85.628785,0.7106,0.0041,0,0.0041,0.0772,1201,0.0566,49018,38520,38520,14547,9338,6676,0.5926,0.625,0.4277,0.0521,86,11,"Private Nonprofit"
"Baker College","Owosso","MI",5,42.984804,-84.172404,0.875,0,0,0,0,3026,0.5397,23456,12810,12810,11160,9839,6411,0.1661,0.3133,0.4831,0.4681,326,8,"Private Nonprofit"
"Calvin University","Grand Rapids","MI",2,42.929916,-85.587548,0.7131,0.0327,0,0.0222,0.0732,2921,0.063,53286,38670,38670,14134,12705,9611,1,0.7736,0.3363,0.0668,311,14,"Private Nonprofit"
"Central Michigan University","Mount Pleasant","MI",1,43.591203,-84.77525,0.9101,0.011,0,0.0709,0.0402,9916,0.1363,26470,14190,14190,12203,7717,10489,0.7737,0.6184,0.6786,0.1374,4344,16,"Public"
"Cleary University","Howell","MI",1,42.586638,-83.879987,0.4975,0,0,0,0,774,0.2997,39110,24842,24842,10884,3403,5250,0.0446,0.3939,0.436,0.4809,229,21,"Private Nonprofit"
"Concordia University Ann Arbor","Ann Arbor","MI",2,42.273157,-83.68268,0.7209,0,0,0.0382,0,918,0.0283,50378,34200,34200,16344,10495,6741,1,0.5,0.5521,0.0297,307,14,"Private Nonprofit"
"College for Creative Studies","Detroit","MI",1,42.361839,-83.062352,0.9276,0,0,0,0,1285,0.1237,61238,51355,51355,26363,15029,10684,1,0.6962,0.5334,0.0994,60,10,"Private Nonprofit"
"Davenport University","Grand Rapids","MI",8,42.850013,-85.533519,0.9705,0,0.0133,0,0,3213,0.4015,35864,23324,23324,17188,6977,7039,0.2908,0.4952,0.476,0.3248,1015,18,"Private Nonprofit"
"University of Detroit Mercy","Detroit","MI",1,42.414222,-83.139158,0.8014,0.0105,0,0.0135,0.018,2289,0.0725,40069,32300,32300,25622,13803,10394,1,0.681,0.3061,0.0567,2176,12,"Private Nonprofit"
"Eastern Michigan University","Ypsilanti","MI",1,42.251675,-83.627443,0.8135,0.0068,0,0.0451,0.0644,10751,0.2633,28168,15510,15510,14199,8964,10337,0.9904,0.4549,0.4579,0.1895,2195,15,"Public"
"Ferris State University","Big Rapids","MI",1,43.687724,-85.481925,0.8058,0.0023,0.0027,0.0319,0.0027,8087,0.1923,26066,13630,13630,11547,10906,10457,0.7198,0.4787,0.4698,0.149,978,15,"Public"
"Kettering University","Flint","MI",1,43.012468,-83.71282,0.7909,0.0203,0,0,0,1279,0.0414,58610,46380,46380,20786,12575,9193,1,0.7054,0.4613,0.0341,315,11,"Private Nonprofit"
"Grace Christian University","Wyoming","MI",1,42.919541,-85.692077,0.9931,0,0,0.1479,0.0059,707,0.3706,24637,14992,14992,5782,4277,5554,1,0.4286,0.5711,0.4467,63,15,"Private Nonprofit"
"Cornerstone University","Grand Rapids","MI",1,42.979966,-85.595328,0.732,0,0,0.0712,0,1387,0.2012,40737,29100,29100,13928,5782,6678,1,0.6157,0.5457,0.1406,291,15,"Private Nonprofit"
"Grand Valley State University","Allendale","MI",1,42.963001,-85.889826,0.9469,0.0067,0,0.0333,0.0492,19073,0.0978,26578,14628,20820,12739,10601,9983,0.636,0.6865,0.4856,0.0712,3026,15,"Public"
"Lawrence Technological University","Southfield","MI",1,42.474072,-83.25003,0.8025,0.0101,0,0,0,1701,0.0788,54266,41872,41872,29531,14337,8939,0.3861,0.6257,0.4665,0.0515,893,11,"Private Nonprofit"
"Madonna University","Livonia","MI",1,42.384323,-83.404722,0.9293,0.0016,0.0016,0.0326,0.0114,1637,0.1998,38809,27360,27360,17177,11473,7358,0.3004,0.5815,0.5419,0.1833,314,10,"Private Nonprofit"
"Rochester University","Rochester Hills","MI",1,42.667521,-83.144959,0.6531,0,0,0,0,827,0.1681,36215,27938,27938,11869,7761,6201,0.878,0.414,0.5212,0.1818,29,13,"Private Nonprofit"
"University of Michigan-Ann Arbor","Ann Arbor","MI",1,42.278374,-83.73481,0.1794,0.0214,0,0.0095,0.1072,33488,0.0391,33345,17228,58072,28678,27256,12896,0.8252,0.9322,0.2101,0.0163,18335,11,"Public"
"Michigan State University","East Lansing","MI",1,42.73212,-84.476111,0.8392,0.0181,0,0.0078,0.0808,40243,0.0715,30528,15988,43372,19290,18671,13188,0.865,0.8217,0.3339,0.0183,10833,17,"Public"
"Michigan Technological University","Houghton","MI",1,47.11866,-88.548092,0.8794,0.0216,0,0,0.0072,5829,0.0371,32550,18392,41340,16049,13743,11488,0.876,0.6872,0.4569,0.0299,1421,13,"Public"
"University of Michigan-Dearborn","Dearborn","MI",1,42.317287,-83.231417,0.5863,0.0067,0,7e-04,0.063,5882,0.1841,22435,14944,31360,13716,13119,11205,0.6856,0.5655,0.3842,0.1352,1964,16,"Public"
"University of Michigan-Flint","Flint","MI",1,43.01875,-83.690276,0.6883,0.001,0,0.0263,0.0223,4157,0.3055,23329,14014,31274,12585,12615,10307,0.5519,0.4456,0.42,0.3185,1379,14,"Public"
"Northern Michigan University","Marquette","MI",1,46.559751,-87.406568,0.6995,0.0167,0,0.0179,0.0513,6425,0.1295,26206,13304,18800,11846,9582,8794,0.7379,0.5084,0.507,0.1399,613,18,"Public"
"Northwood University","Midland","MI",1,43.628717,-84.27682,0.839,0,0,0,0,1900,0.3226,47114,33000,33000,13766,7175,7846,0.1774,0.6107,0.6629,0.3384,371,13,"Private Nonprofit"
"Oakland University","Rochester Hills","MI",1,42.674573,-83.216418,0.7024,0.0028,0,0.0245,0.0307,12450,0.1883,25016,14694,23188,13999,10589,10123,0.5591,0.5694,0.3886,0.1493,3203,17,"Public"
"The University of Olivet","Olivet","MI",1,42.442891,-84.923891,0.9711,0.011,0,0,0.011,918,0.0261,45849,33076,33076,11377,9812,6908,1,0.3704,0.7545,0.0426,35,14,"Private Nonprofit"
"Sacred Heart Major Seminary","Detroit","MI",1,42.375248,-83.111682,1,0,0,0,0,176,0.8409,39466,25560,25560,14931,14749,7040,0.617,0.6667,0.0636,0.8883,169,7,"Private Nonprofit"
"Saginaw Valley State University","University Center","MI",1,43.51176,-83.964273,0.7288,0.0101,0,0.0519,0.024,6004,0.1249,24043,12240,28752,9223,8726,9258,0.4944,0.5382,0.5121,0.1111,705,15,"Public"
"Siena Heights University","Adrian","MI",1,41.905624,-84.018841,0.6656,0.0054,0.0054,0.0468,0.0018,1533,0.2988,42802,29778,29778,9086,6834,6735,1,0.5111,0.6851,0.3038,163,12,"Private Nonprofit"
"Spring Arbor University","Spring Arbor","MI",1,42.206568,-84.556074,0.3733,0.0029,0,0.2317,0.0088,990,0.1131,43178,32580,32580,12759,6140,6077,0.2741,0.5985,0.5129,0.1833,1299,11,"Private Nonprofit"
"Wayne State University","Detroit","MI",1,42.358994,-83.068998,0.8203,0.0204,0,0.0282,0.0486,15676,0.2049,26794,14297,30419,11996,14095,11576,0.5807,0.5651,0.3972,0.152,7436,13,"Public"
"Western Michigan University","Kalamazoo","MI",1,42.282194,-85.613759,0.8468,0.0084,0,0.0191,0.0236,12704,0.1331,28655,15298,19098,14737,13311,10462,0.6415,0.5777,0.4791,0.0943,3667,16,"Public"
"Augsburg University","Minneapolis","MN",1,44.966307,-93.240436,0.7653,0.0139,0,0.0457,0.0676,2429,0.0568,57966,43942,43942,15321,11487,8411,0.5348,0.5244,0.7664,0.0851,716,13,"Private Nonprofit"
"Bemidji State University","Bemidji","MN",1,47.482341,-94.874119,0.7066,0.0077,0,0.0361,0.0263,3120,0.2782,23066,10164,10164,5718,9834,9734,0.6165,0.534,0.4478,0.2776,316,16,"Public"
"Bethany Lutheran College","Mankato","MN",1,44.166649,-93.990805,0.5096,0,0,0,0.0081,682,0.0279,39624,30010,30010,11723,12547,7225,0.4819,0.5956,0.4154,0.0294,52,12,"Private Nonprofit"
"Bethel University","Saint Paul","MN",1,45.057655,-93.161663,0.9099,0.0421,0,0.0275,0.0178,2012,0.1347,56310,42930,42930,16877,9885,7816,0.3595,0.7522,0.473,0.0962,892,12,"Private Nonprofit"
"Concordia College at Moorhead","Moorhead","MN",1,46.862482,-96.76749,0.6306,0.0452,0,0.0151,0.0276,1721,0.0209,43074,30020,30020,14399,11974,7863,0.7225,0.7183,0.567,0.0328,69,12,"Private Nonprofit"
"Concordia University-Saint Paul","Saint Paul","MN",1,44.949759,-93.154861,0.7487,0,0,0,0.0022,2786,0.2574,34495,25000,25000,14009,4240,7135,0.2386,0.5878,0.5598,0.309,2708,15,"Private Nonprofit"
"Martin Luther College","New Ulm","MN",1,44.30526,-94.472326,0.8257,0,0,0,0,718,0.163,29288,17770,17770,15004,11211,4920,0.7981,0.7143,0.698,0.1952,117,10,"Private Nonprofit"
"Hamline University","Saint Paul","MN",1,44.966246,-93.164479,0.8983,0.0188,0,0,0.1976,1685,0.035,56738,48311,48311,19123,9894,8194,0.4683,0.5771,0.587,0.0503,722,13,"Private Nonprofit"
"Minnesota State University-Mankato","Mankato","MN",1,44.146712,-93.99945,0.9133,0.0049,0,0.0206,0.0322,11325,0.1381,22565,9490,18860,9008,9092,10753,0.6817,0.5411,0.4246,0.109,1812,21,"Public"
"Metropolitan State University","Saint Paul","MN",1,44.957256,-93.074361,0.9649,0.0045,0,0.0748,0.0206,4998,0.4944,26057,9780,9780,5714,7782,10790,0.321,0.3837,0.3372,0.5439,734,14,"Public"
"University of Minnesota-Twin Cities","Minneapolis","MN",2,44.972851,-93.235464,0.7703,0.0174,0,0,0.0948,30469,0.0635,29013,16488,36402,14750,17277,13261,0.8218,0.8482,0.2906,0.0531,15334,16,"Public"
"Minneapolis College of Art and Design","Minneapolis","MN",1,44.956988,-93.274705,0.4836,0,0,0,0,701,0.01,54606,43824,43824,20687,18853,7762,0.2794,0.6917,0.735,0.0644,110,10,"Private Nonprofit"
"Herzing University-Minneapolis","St. Louis Park","MN",11,44.975225,-93.404863,0.9382,0,0,0,0,747,0.5422,23747,13420,13420,14096,6213,7344,0.1143,0.7353,0.755,0.5989,4,14,"Private Nonprofit"
"University of Minnesota-Duluth","Duluth","MN",1,46.817126,-92.084385,0.8175,0.0282,0,0.019,0.0693,7475,0.0514,26907,14318,19762,9250,8631,8730,0.8377,0.6445,0.4568,0.0291,825,16,"Public"
"Minnesota State University Moorhead","Moorhead","MN",1,46.867153,-96.759532,0.5262,0.0067,0,0.0509,0.0269,3120,0.15,24419,10336,10336,6980,9111,10113,0.577,0.5464,0.5192,0.1843,997,17,"Public"
"North Central University","Minneapolis","MN",1,44.968625,-93.261511,0.9082,0,0,0.0725,0,802,0.1022,42215,29460,29460,15472,9741,7300,0.2,0.6359,0.6011,0.0983,119,11,"Private Nonprofit"
"University of Northwestern-St Paul","Saint Paul","MN",1,45.033703,-93.167822,0.9188,0,0,0,0.0024,1495,0.0896,48246,36830,36830,15653,8491,6373,1,0.6837,0.2873,0.0347,89,15,"Private Nonprofit"
"College of Saint Benedict","Saint Joseph","MN",1,45.561792,-94.319888,0.9136,0.005,0,0,0.0678,1392,0.005,66878,53884,53884,20720,14852,9056,0.8369,0.8304,0.6313,0.0078,41,11,"Private Nonprofit"
"Saint Cloud State University","Saint Cloud","MN",1,45.553227,-94.152657,0.9495,0.0122,0,0.029,0.0358,5181,0.2125,21389,10117,10117,7068,11016,11152,0.619,0.4691,0.254,0.1325,2084,17,"Public"
"Saint Johns University","Collegeville","MN",1,45.580075,-94.393621,0.9048,0.0182,0,0,0.1094,1468,0.0109,66863,53942,53942,20094,15032,9144,0.8429,0.757,0.5661,0.0047,143,12,"Private Nonprofit"
"Saint Mary's University of Minnesota","Winona","MN",1,44.044736,-91.695449,0.8881,0.0063,0,0.0156,0.0063,1061,0.1876,54870,43160,43160,16493,8242,7173,0.2302,0.6767,0.5727,0.1916,2756,18,"Private Nonprofit"
"Crown College","Saint Bonifacius","MN",1,44.885393,-93.743019,0.6281,0,0,0,0.0215,789,0.2003,44961,30200,30200,11871,3324,4976,0.2589,0.6434,0.3781,0.108,348,22,"Private Nonprofit"
"The College of Saint Scholastica","Duluth","MN",1,46.816082,-92.106134,0.9378,0.0075,0,0.0805,0.0015,1725,0.0841,53069,40454,40454,13732,9827,7652,0.509,0.6299,0.5124,0.1915,1224,10,"Private Nonprofit"
"University of St Thomas","Saint Paul","MN",1,44.943439,-93.188986,0.8494,0.0188,0,0.0153,0.0765,6014,0.0213,64684,52284,52284,20017,15185,11518,0.474,0.7517,0.4495,0.0256,3077,13,"Private Nonprofit"
"St Catherine University","Saint Paul","MN",1,44.924926,-93.183761,0.9407,0.0068,0,0.0665,0.0176,2393,0.2988,58432,49758,49758,19811,12465,7650,0.4849,0.6513,0.5936,0.3126,1102,10,"Private Nonprofit"
"Southwest Minnesota State University","Marshall","MN",1,44.45373,-95.759548,0.6894,0,0,0.0307,0.0066,2045,0.2758,22399,10304,10304,3996,6886,10460,0.4867,0.4407,0.1532,0.0909,440,16,"Public"
"Winona State University","Winona","MN",1,44.046159,-91.643723,0.6852,0.0234,0,0.0482,0.0128,5088,0.127,23373,10498,17230,7142,10578,10331,0.6217,0.6089,0.517,0.0974,791,15,"Public"
"Alcorn State University","Alcorn State","MS",1,31.877216,-91.142854,0.2466,0.0221,0,0.0503,0.008,2290,0.1415,23937,8549,8549,3500,4329,7090,0.5327,0.4615,0.7055,0.1049,462,16,"Public"
"Belhaven University","Jackson","MS",1,32.318415,-90.169228,0.5325,0.0097,0,0.0242,0.0193,1370,0.2058,38359,29195,29195,9728,4104,5598,0.1368,0.5113,0.6536,0.3065,2164,13,"Private Nonprofit"
"Blue Mountain Christian University","Blue Mountain","MS",1,34.67209,-89.02924,1,0,0,0,0,536,0.056,32140,19280,19280,5937,9182,6210,0.6866,0.512,0.3094,0.0414,29,15,"Private Nonprofit"
"Delta State University","Cleveland","MS",1,33.744745,-90.735365,0.9968,0.007,0,0.0348,0.0487,1613,0.1277,22008,8605,8605,8781,10380,7213,0.6009,0.4686,0.4944,0.1645,752,11,"Public"
"Jackson State University","Jackson","MS",1,32.296105,-90.207405,0.9103,0.0298,0,0.0739,0.0238,4769,0.1046,28611,9090,10110,12749,17450,7740,0.5847,0.3219,0.7804,0.1883,1795,15,"Public"
